Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio
ES-2014-2637929;DF-13135;OFF-AP-10001510;558,42;2;39,29
IN-2014-68463;DM-13345;FUR-BO-10004806;149,46;1;39,29
MX-2013-141537;PA-19060;OFF-BI-10004969;168,288;6;39,29
MX-2014-139346;EM-14140;FUR-BO-10002968;727,56;3;39,29
ID-2013-66405;CA-11965;TEC-CO-10001407;409,5441;3;39,28
ID-2013-42423;CA-12265;TEC-CO-10000786;623,6685;3;39,28
IT-2011-3203475;BO-11425;FUR-FU-10001086;533,376;6;39,26
IN-2014-49017;MC-17845;FUR-CH-10002247;671,0598;2;39,25
MX-2014-113397;TB-21175;FUR-BO-10004425;520,2;2;39,25
ES-2013-4954697;LC-17140;FUR-CH-10001674;491,832;8;39,24
CA-2011-136644;SC-20575;FUR-CH-10000225;647,84;8;39,24
MX-2014-126249;SC-20440;TEC-CO-10000135;715,38636;3;39,23
IN-2013-15340;TC-21535;FUR-BO-10004699;287,94;2;39,23
CA-2012-150714;KH-16690;OFF-ST-10001809;718,64;10;39,23
ES-2014-2728343;MY-17380;TEC-PH-10004910;868,644;7;39,22
ES-2014-1181938;DR-12940;TEC-PH-10004297;557,0475;5;39,22
IN-2014-63388;MH-17785;TEC-AC-10000896;373,275;7;39,22
IN-2012-64403;RS-19870;TEC-CO-10003574;282,18;2;39,22
IT-2012-5715811;GH-14485;OFF-ST-10004597;379,809;3;39,21
CA-2013-152121;CC-12670;TEC-PH-10002483;271,992;1;39,21
UP-2013-1170;GA-4725;FUR-DAN-10002631;285,6;2;39,21
IN-2013-81021;PO-18850;OFF-SU-10000427;166,8;4;39,19
US-2013-104430;SW-20275;FUR-BO-10003106;234,816;4;39,18
CA-2012-7460;JM-5865;TEC-MOT-10003366;349,32;2;39,16
CA-2012-141565;BG-11035;OFF-BI-10000545;1369,764;6;39,15
IS-2014-420;PB-9210;OFF-HOO-10002920;567,9;1;39,15
IN-2014-49584;DB-13360;FUR-CH-10002412;299,04;7;39,14
MX-2014-132710;AS-10285;FUR-CH-10004547;212,04;6;39,13
IT-2014-3037687;LS-16945;OFF-ST-10004489;555,66;7;39,13
IT-2014-4939179;BD-11560;OFF-ST-10000288;561,087;3;39,13
RS-2013-2700;TB-11250;FUR-OFF-10002330;934,86;2;39,13
KG-2012-7180;TA-11385;OFF-TEN-10000025;408,3;2;39,13
MX-2012-153157;FH-14365;FUR-CH-10001795;319,984;7;39,13
MX-2014-131366;TP-21565;FUR-CH-10002132;273,472;4;39,12
US-2013-150574;TB-21175;OFF-AP-10001975;444,624;6;39,12
MX-2013-169320;RB-19795;TEC-CO-10003622;330,1384;4;39,11
IT-2013-4633267;BH-11710;TEC-CO-10002857;510,12;6;39,11
GH-2012-2720;DC-3285;OFF-STA-10002791;190,44;4;39,11
US-2011-163874;PF-19165;TEC-PH-10002755;244,5;5;39,11
IT-2014-1985106;MG-17695;FUR-BO-10000967;729,48;5;39,1
ES-2014-2644181;TB-21055;TEC-MA-10004814;776,25;5;39,1
CA-2011-106439;GG-14650;TEC-AC-10004568;251,91;9;39,1
EG-2014-9390;ST-10530;FUR-ELD-10003131;113,28;1;39,1
CA-2014-144694;BD-11605;OFF-LA-10003930;235,944;3;39,09
MX-2014-107055;BS-11365;TEC-AC-10003615;859,5;5;39,07
ES-2012-2677676;DM-13345;TEC-MA-10001142;679,8;4;39,05
IN-2011-73629;CC-12550;TEC-CO-10001626;316,476;2;39,05
CA-2014-113705;LC-16870;FUR-TA-10002533;292,1;2;39,04
CA-2011-162992;BP-11095;TEC-PH-10002085;211,168;4;39,03
IR-2011-6700;TS-11430;TEC-BEL-10003177;490,14;6;39,03
MX-2014-127040;DR-12940;TEC-CO-10000344;348,46168;2;39,02
ES-2014-1532030;SH-20395;TEC-AC-10003080;207,18;2;39,02
MX-2012-136287;KD-16615;TEC-PH-10004184;95,688;3;39,02
IN-2011-68120;JL-15235;FUR-BO-10001753;544,725;5;39,01
IN-2012-85935;HK-14890;FUR-CH-10000042;355,38;2;39,01
LY-2013-4130;AA-645;TEC-HP -10001426;502,92;4;39
AU-2014-6170;DH-3675;TEC-APP-10004296;249,18;2;39
MX-2012-102890;SP-20620;FUR-CH-10004194;333,8;5;39
EG-2014-3650;LR-7035;TEC-HP -10003248;298,14;1;38,99
ES-2014-2785398;AB-10150;OFF-PA-10000878;135,84;4;38,97
IN-2014-10237;TB-21625;FUR-BO-10004707;654,102;2;38,97
IN-2013-35745;JF-15295;OFF-AP-10001190;948,618;2;38,97
SA-2011-7130;EH-4125;FUR-DAN-10004625;486,36;4;38,96
JO-2013-6740;TB-11175;OFF-FEL-10001792;152,82;6;38,96
IN-2011-19295;PJ-18835;TEC-CO-10002150;515,646;3;38,95
IN-2013-78214;KN-16705;FUR-BO-10003022;422,73;3;38,95
BU-2013-3730;CM-2655;OFF-OIC-10003366;114,6;10;38,95
IT-2013-3453314;SP-20860;OFF-ST-10002622;463,968;4;38,94
IN-2014-64634;BB-11545;TEC-PH-10002070;131,868;2;38,94
US-2014-121251;GM-14440;TEC-PH-10004896;119,96;4;38,94
CA-2013-120530;Dl-13600;FUR-CH-10000454;658,746;3;38,94
ID-2013-53833;JE-15715;TEC-AC-10001616;665,145;13;38,93
SF-2012-9340;CP-2085;OFF-ENE-10004377;170,46;6;38,92
CA-2013-159023;NW-18400;TEC-MA-10003337;179,991;3;38,91
IT-2014-2180850;CV-12805;TEC-PH-10000437;258,264;2;38,89
IT-2014-2332803;SP-20860;OFF-ST-10004267;321,075;5;38,89
IN-2014-74833;JP-16135;TEC-CO-10004981;726,3486;3;38,89
IN-2014-62961;AC-10615;FUR-FU-10004158;401,646;5;38,88
SY-2012-8920;SV-10815;TEC-HP -10003248;298,14;1;38,88
ES-2012-4203057;RO-19780;OFF-ST-10002539;260,415;5;38,87
IN-2011-73629;CC-12550;TEC-PH-10004200;523,98;5;38,87
CA-2011-122336;JD-15895;OFF-BI-10003656;509,97;10;38,87
BU-2012-7980;RD-9720;TEC-SAM-10000779;278,88;2;38,86
IR-2014-8690;RF-9735;TEC-CAN-10001437;378,66;1;38,86
ES-2013-4281038;CL-11890;TEC-AC-10003814;1301,25;5;38,84
CA-2012-138009;SF-20965;FUR-CH-10004853;301,96;2;38,84
US-2014-101063;PJ-19015;OFF-AP-10000751;415,008;2;38,83
ES-2013-1787717;TS-21340;OFF-ST-10004367;246,72;4;38,83
CA-2012-131856;JG-15160;TEC-PH-10001336;619,152;6;38,82
IN-2011-67049;TR-21325;FUR-CH-10003009;333,9;2;38,81
ES-2011-1001989;MF-17665;OFF-BI-10002570;228,906;9;38,8
ES-2014-2863403;DW-13195;OFF-ST-10000486;391,608;7;38,8
ES-2014-5514154;HR-14830;FUR-TA-10004005;631,5;4;38,8
ES-2014-4039189;SM-20320;OFF-ST-10001818;349,056;8;38,8
IN-2011-77668;HM-14980;TEC-PH-10003572;392,22;6;38,8
IN-2012-32882;TR-21325;FUR-FU-10003451;581,25;5;38,8
NG-2013-1440;SC-10680;OFF-FEL-10001865;1091,04;8;38,8
CG-2012-8980;LH-6750;OFF-STI-10000856;298,26;6;38,8
IN-2012-55625;DV-13465;OFF-AR-10004486;404,16;8;38,79
MX-2014-168956;EM-14200;TEC-CO-10001309;505,90616;2;38,78
MX-2014-120733;JE-15745;TEC-CO-10000422;284,1098;5;38,77
US-2012-160871;CM-11815;FUR-TA-10002912;342,06;2;38,76
ES-2014-2332714;CC-12610;OFF-AR-10003629;284,1;5;38,76
CA-2013-106243;GM-14680;FUR-BO-10003034;523,92;5;38,76
MX-2013-115994;BM-11575;FUR-TA-10002088;647,872;4;38,75
ES-2013-4708384;JL-15235;OFF-ST-10000875;342,72;7;38,75
MX-2014-132262;HM-14980;FUR-CH-10003883;352,38;3;38,73
IN-2012-44474;EP-13915;FUR-BO-10004773;829,728;6;38,73
IN-2011-47596;PO-19195;TEC-MA-10003632;371,28;8;38,72
CA-2013-148096;AO-10810;FUR-TA-10004152;161,28;2;38,72
CM-2014-4170;MZ-7515;FUR-BAR-10000946;480,03;1;38,71
MX-2012-141936;MO-17500;TEC-AC-10004289;220,44;3;38,7
US-2014-162215;TC-21145;FUR-CH-10001647;259,248;3;38,7
ES-2011-3305419;EH-13765;OFF-AR-10001230;299,97;11;38,7
MX-2013-134649;TP-21130;FUR-BO-10003873;627,696;3;38,69
CA-2013-107783;OT-18730;FUR-BO-10004409;177,45;5;38,69
CA-2014-20;JM-5265;OFF-ROG-10002132;424,2;2;38,69
MX-2012-129672;DM-12955;FUR-CH-10001343;680,76;6;38,69
IN-2013-12715;CS-12175;FUR-CH-10002344;535,68;4;38,68
RO-2011-6750;BS-1800;OFF-KIT-10003611;570,15;1;38,68
IT-2014-2405375;SB-20185;OFF-ST-10001758;634,86;5;38,67
ES-2011-2729747;MC-17590;FUR-BO-10004199;718,95;5;38,67
IN-2014-76282;KW-16570;OFF-AP-10001916;358,68;4;38,67
IN-2014-28640;JD-15895;OFF-EN-10002425;93,0762;6;38,67
CA-2013-123358;BT-11680;OFF-ST-10001932;579,51;3;38,67
ES-2014-4841141;IL-15100;FUR-BO-10004191;672,57;5;38,66
ES-2012-4424003;SJ-20215;FUR-FU-10001086;333,36;3;38,66
ES-2013-2491395;BM-11785;FUR-FU-10000368;428,28;4;38,66
ES-2012-5053352;SG-20470;TEC-AC-10002901;197,19;7;38,65
IN-2013-76590;JC-15385;FUR-BO-10001708;303;2;38,64
IN-2014-76135;AW-10840;TEC-AC-10000483;449,64;4;38,64
IT-2012-5588535;MW-18235;OFF-ST-10000624;256,74;5;38,63
IN-2011-47183;BM-11575;OFF-EN-10001976;390,72;8;38,63
SG-2014-5870;ZD-11925;OFF-CAR-10001577;199,08;4;38,62
MX-2011-158932;NG-18430;FUR-CH-10004669;915,9;3;38,62
ES-2013-2235900;SV-20935;TEC-AC-10004269;345,06;3;38,61
ID-2012-84591;BS-11590;OFF-ST-10001173;116,28;4;38,61
CA-2012-128608;CS-12490;TEC-PH-10004977;235,188;2;38,61
EG-2014-8040;DM-3015;TEC-LOG-10002018;607,14;6;38,61
US-2014-125913;SH-20395;FUR-BO-10003499;145,896;1;38,6
MX-2012-122406;AG-10270;FUR-FU-10004019;254,52;9;38,59
PL-2014-6550;NR-8550;FUR-BUS-10000332;364,32;1;38,58
ID-2014-74462;MC-17845;TEC-AC-10000857;429,4125;3;38,57
CA-2013-123806;LA-16780;FUR-FU-10000965;207,76;4;38,57
MX-2011-104794;BW-11065;OFF-ST-10000886;526,64;4;38,56
IN-2013-71333;JE-15610;FUR-CH-10002510;282,6;3;38,56
IN-2014-25952;RD-19900;OFF-SU-10004401;314,496;7;38,55
IN-2013-28892;CK-12595;FUR-BO-10003046;364,8483;1;38,55
SO-2013-1700;SC-10725;FUR-BUS-10004820;415,2;1;38,55
IT-2014-1860853;AG-10495;OFF-SU-10000695;190,65;5;38,53
TU-2013-2450;CS-1845;FUR-SAF-10004530;157,392;2;38,53
IN-2014-56108;KE-16420;TEC-CO-10000172;551,7504;4;38,52
ES-2014-4896612;RS-19420;FUR-BO-10002892;1983,015;5;38,51
IT-2012-2399688;BF-11020;OFF-AR-10002681;202,92;4;38,51
CA-2014-118199;LB-16795;TEC-AC-10004171;199,98;2;38,51
ES-2014-1879715;JA-15970;TEC-PH-10003927;612,48;4;38,5
CA-2011-161032;MK-17905;FUR-CH-10001482;392,94;3;38,5
BU-2013-9480;CS-1860;OFF-ELD-10001318;198,39;1;38,5
ES-2012-1441306;SW-20755;TEC-AC-10002263;224,82;2;38,49
CA-2014-131954;DS-13030;OFF-ST-10000736;242,94;3;38,48
SA-2014-1820;BT-1485;TEC-HP -10001574;1799,64;6;38,48
ES-2013-4434786;CK-12325;OFF-AR-10000785;155,52;3;38,47
ES-2013-4762189;SC-20230;TEC-PH-10000437;303,84;2;38,47
ID-2013-35094;JM-15580;FUR-TA-10002172;919,05;2;38,47
CA-2011-155887;KT-16480;FUR-TA-10002228;700,056;3;38,47
MX-2011-108875;BF-11005;TEC-AC-10004044;212,32;8;38,45
ES-2012-5566593;JF-15565;FUR-CH-10002585;852,498;2;38,45
CA-2011-104563;CM-12715;FUR-CH-10002780;436,704;6;38,45
ES-2012-5843148;TS-21370;FUR-BO-10003333;438,84;3;38,43
MX-2011-146332;AC-10420;TEC-PH-10002572;226,12;2;38,43
MX-2013-121160;KL-16555;TEC-AC-10004975;227,4;6;38,42
US-2011-144673;PH-18790;FUR-BO-10001646;238,272;4;38,42
CA-2013-111416;LW-17215;OFF-BI-10002026;232,4;5;38,42
MX-2012-141936;MO-17500;TEC-PH-10003932;333,96;3;38,41
ES-2012-2468694;AO-10810;TEC-AC-10001089;406,35;5;38,41
IN-2013-29340;AH-10690;TEC-MA-10003330;483,6;4;38,41
MO-2014-5270;TT-11265;TEC-HEW-10004833;600,48;4;38,41
TZ-2013-210;KB-6240;FUR-SAU-10002255;437,34;1;38,4
MX-2011-156986;PF-19165;TEC-PH-10004242;740,34;9;38,4
IN-2013-71823;SR-20740;TEC-PH-10004006;278,9298;2;38,38
MX-2013-153920;BW-11110;FUR-CH-10003733;624,736;14;38,38
MX-2013-121391;TT-21070;OFF-ST-10002561;281,34;3;38,37
ES-2011-3134727;MH-17440;OFF-ST-10002566;487,728;3;38,37
CA-2014-113460;KN-16390;FUR-CH-10000422;272,97;3;38,37
ES-2014-1133803;RW-19540;OFF-EN-10004981;194,64;4;38,36
IN-2011-61582;AS-10045;OFF-PA-10002811;251,37;9;38,36
CA-2011-127614;NF-18385;TEC-AC-10001432;234,45;3;38,36
SU-2014-8900;BW-1200;FUR-SAU-10004653;435,99;1;38,36
MX-2012-129651;BD-11725;FUR-CH-10002542;375,84;6;38,36
IN-2012-80391;BC-11125;OFF-AP-10004937;613,56;2;38,35
UP-2013-2600;KB-6600;TEC-MOT-10001950;162,06;2;38,35
US-2014-116183;AT-10735;FUR-TA-10003782;319,644;6;38,35
ES-2014-5547121;JF-15355;TEC-PH-10004707;250,992;3;38,34
ES-2013-3823615;DJ-13630;FUR-CH-10002830;507,276;4;38,34
US-2013-152051;TS-21160;FUR-CH-10002965;422,058;3;38,34
MX-2014-119431;BF-11080;FUR-CH-10004899;146,56;2;38,33
ES-2014-5949760;HA-14905;TEC-AC-10003666;492,42;2;38,33
ES-2011-2266801;JF-15190;OFF-ST-10004191;551,205;3;38,33
IV-2011-2130;KT-6465;OFF-TEN-10004270;268,32;2;38,33
IN-2011-80524;XP-21865;TEC-CO-10004813;889,92;6;38,32
RO-2012-2830;JF-5190;TEC-STA-10001994;512,34;2;38,32
ES-2011-3003511;CM-11815;TEC-AC-10004808;219,618;1;38,31
ES-2013-4037849;CW-11905;TEC-PH-10001014;415,44;3;38,31
ES-2011-1244060;SV-20935;FUR-CH-10002974;404,73;3;38,31
CA-2012-126445;RA-19945;OFF-ST-10000046;484,65;3;38,31
ID-2012-14262;EM-14065;TEC-CO-10001703;512,163;3;38,3
ES-2013-3857907;MS-17770;FUR-BO-10003028;507,6;3;38,29
CA-2013-140438;PW-19030;TEC-PH-10001750;197,97;3;38,29
UP-2014-9950;KH-6330;FUR-NOV-10004602;920,4;2;38,29
MX-2013-158715;SJ-20500;FUR-TA-10003663;984,18;3;38,29
NG-2011-6010;LS-7230;FUR-SAF-10002495;392,31;1;38,28
IT-2013-1083916;JG-15805;OFF-SU-10003252;208,5;5;38,27
IN-2013-79159;CK-12595;FUR-BO-10001753;326,835;3;38,27
CA-2014-143259;PO-18865;FUR-BO-10003441;323,136;4;38,27
CA-2011-158540;VG-21790;FUR-FU-10001602;151,72;4;38,26
CA-2013-132829;LA-16780;TEC-PH-10004539;453,576;3;38,26
MX-2014-126830;BS-11800;FUR-CH-10000528;508,32;9;38,26
US-2011-169789;MF-17665;OFF-BI-10004600;551,985;5;38,25
CA-2014-139773;DV-13045;FUR-CH-10001797;188,552;7;38,24
US-2011-169439;JK-15205;FUR-FU-10000159;307,272;7;38,24
MX-2013-111472;CM-12115;OFF-ST-10000886;394,98;3;38,23
IN-2013-58012;MH-18115;TEC-AC-10001907;197,7;5;38,23
CA-2014-104885;DB-13555;FUR-BO-10003660;441,96;2;38,23
IN-2011-24727;NF-18475;OFF-PA-10004756;348,81;7;38,22
IN-2011-48107;JK-15730;FUR-FU-10004549;493,83;6;38,22
CA-2011-145926;MP-17470;FUR-CH-10004289;479,9;5;38,22
ES-2014-1779830;NC-18625;FUR-FU-10001438;549,75;5;38,19
RS-2014-6050;EG-3900;TEC-LOG-10004405;494,64;2;38,19
MX-2011-141530;TS-21205;TEC-CO-10003142;384,96852;3;38,19
MX-2013-148082;JH-15985;FUR-CH-10000777;628,24;2;38,18
ES-2012-3075765;DS-13180;TEC-PH-10001148;246,024;2;38,18
US-2013-158967;JR-15670;FUR-BO-10001946;265,824;4;38,18
CA-2013-131737;GZ-14470;OFF-EN-10003055;199,9;5;38,17
CG-2012-8780;MS-7365;OFF-BOS-10001511;329,4;6;38,17
IN-2014-23929;DK-13090;OFF-AP-10001504;199,26;3;38,16
CA-2013-105081;JE-15715;FUR-CH-10000847;698,352;3;38,16
MX-2011-126893;SN-20710;FUR-BO-10002008;98,376;2;38,15
MO-2013-3340;KH-6330;OFF-IBI-10000959;207,12;4;38,15
ES-2012-2006883;TT-21460;OFF-ST-10004367;185,04;3;38,14
IN-2013-53742;AH-10030;FUR-CH-10002966;360,24;2;38,14
ID-2013-57473;CT-11995;OFF-ST-10002834;257,76;4;38,13
IN-2013-84087;NS-18640;OFF-BI-10001858;317,52;6;38,13
ES-2012-3032777;CR-12730;OFF-ST-10003455;414,66;2;38,12
TU-2012-1940;RH-9510;FUR-IKE-10000649;291,792;2;38,11
ES-2014-1179960;SH-20635;OFF-AP-10002531;685,44;7;38,1
TX-2014-1570;KT-6480;OFF-HOO-10004910;314,64;2;38,1
ID-2014-46714;DD-13570;FUR-CH-10002626;440,5275;7;38,09
IN-2011-16215;LT-17110;FUR-BO-10004541;364,92;1;38,09
ES-2011-5861038;CS-12250;TEC-CO-10001145;284,76;2;38,07
IN-2014-61099;AJ-10780;TEC-PH-10000365;241,38;3;38,07
IN-2014-18686;DS-13180;OFF-ST-10000704;281,34;2;38,06
ES-2012-5186485;JM-15865;OFF-EN-10003299;283,92;7;38,05
ID-2014-14066;NS-18505;FUR-BO-10003887;321,9426;3;38,05
CA-2014-161739;EB-13750;FUR-FU-10001468;341,96;5;38,05
TU-2014-6030;BG-1740;OFF-SME-10004370;407,904;8;38,05
MX-2011-106334;ND-18370;TEC-CO-10002110;288,08268;3;38,03
CA-2013-119963;SN-20710;FUR-CH-10003817;255,108;6;38,02
MX-2014-141033;SW-20245;TEC-CO-10002009;250,83732;1;38,02
ES-2014-1179960;SH-20635;TEC-MA-10000002;850,35;5;38,01
ES-2014-3454494;GH-14665;TEC-MA-10004669;277,398;1;38,01
IT-2013-3642735;TC-21535;TEC-MA-10004955;598,23;4;38,01
IN-2012-77234;MC-17275;TEC-MA-10003631;879,15;5;38,01
SY-2014-9320;FO-4305;TEC-MOT-10000554;386,388;1;38
IN-2011-81028;EH-13990;FUR-BO-10004670;729,84;2;37,99
RO-2013-5140;SW-10455;OFF-JIF-10000375;148,68;4;37,99
IN-2012-26099;TH-21115;TEC-PH-10001585;418,05;3;37,98
PL-2014-1590;MH-7455;FUR-SAU-10000893;146,82;1;37,98
IR-2013-6110;BD-1635;OFF-SME-10002417;291,06;6;37,98
SA-2012-4510;JP-6135;FUR-SAF-10002616;529,2;6;37,98
US-2013-108581;AG-10300;FUR-BO-10002383;548,604;7;37,97
ES-2014-1237764;NS-18505;FUR-TA-10000052;435,357;2;37,97
CA-2014-142034;KB-16240;FUR-CH-10000665;603,92;4;37,96
ES-2013-1621921;CM-11830;OFF-PA-10001661;135,72;4;37,95
CA-2011-117765;RB-19465;FUR-TA-10001039;429,9;5;37,95
US-2012-113593;NC-18415;OFF-ST-10000532;115,44;3;37,95
MX-2012-168753;PK-19075;OFF-AR-10001192;245,56;7;37,95
IT-2014-2019502;GH-14410;TEC-CO-10002601;1462,1445;9;37,94
CA-2014-149489;DK-12835;OFF-AP-10002495;99,28;2;37,94
SU-2014-8900;BW-1200;TEC-OKI-10001385;311,25;1;37,93
IT-2011-3528798;CM-12655;FUR-CH-10002085;148,014;2;37,92
IN-2013-67938;SC-20020;TEC-CO-10001410;422,82;3;37,92
IZ-2014-6680;JR-5670;OFF-ROG-10003898;211,65;1;37,92
US-2013-119956;AD-10180;FUR-TA-10001496;509,696;2;37,9
MX-2012-153780;GW-14605;FUR-BO-10001946;664,56;6;37,9
ES-2012-2123999;MH-17620;TEC-PH-10004910;468,792;4;37,9
MX-2014-111234;PV-18985;FUR-BO-10002235;96,48;1;37,88
IN-2014-55296;WB-21850;TEC-PH-10004509;339,18;2;37,88
US-2011-156706;TT-21070;TEC-AC-10004289;146,96;2;37,88
MX-2012-105067;EJ-14155;TEC-CO-10004998;573,9498;5;37,87
CA-2012-124653;DB-13120;OFF-PA-10000176;132,79;7;37,87
CA-2014-122490;TT-21070;OFF-BI-10001718;563,024;11;37,87
MX-2014-167871;HP-14815;FUR-TA-10002146;168,48;1;37,87
MX-2013-163139;TB-21055;OFF-SU-10000066;207;9;37,86
MX-2014-103478;SP-20620;OFF-PA-10004600;119,92;4;37,85
IT-2014-4810734;AS-10240;TEC-PH-10002586;332,163;6;37,85
IN-2013-46091;KH-16360;FUR-CH-10004331;674,55;5;37,85
IN-2014-15872;JL-15235;OFF-PA-10000453;392,88;8;37,85
CA-2013-108735;JM-15535;FUR-BO-10003441;257,499;3;37,85
CA-2014-155873;AB-10255;OFF-PA-10001815;192,16;4;37,84
CM-2012-6440;BP-1230;OFF-TEN-10002835;204,63;1;37,84
US-2011-149209;JD-16060;FUR-CH-10004993;322,44;5;37,84
CA-2014-148404;Dp-13240;TEC-PH-10004447;222,384;2;37,83
IR-2014-3320;SR-10740;FUR-IKE-10001312;411,75;1;37,83
US-2011-146353;JE-15610;OFF-ST-10001469;269,9;5;37,82
IN-2013-69128;KD-16270;FUR-CH-10004331;404,73;3;37,8
SA-2013-1550;HJ-4875;TEC-EPS-10003962;170,07;1;37,79
US-2013-167269;QJ-19255;OFF-ST-10004754;248,832;3;37,78
ES-2014-3004984;DW-13540;TEC-AC-10002363;363,3;5;37,78
ES-2011-5338028;MH-18115;OFF-AR-10001759;233,7;5;37,77
IT-2014-2595914;CH-12070;OFF-ST-10002566;406,44;2;37,77
NI-2012-690;CA-2775;TEC-APP-10000308;190,863;1;37,77
IN-2012-60287;MG-17650;FUR-CH-10004331;269,82;2;37,76
US-2014-109253;PR-18880;TEC-PH-10004667;431,968;4;37,76
NI-2012-4150;MZ-7515;TEC-SHA-10003353;430,92;6;37,76
MX-2012-133214;ML-17410;FUR-CH-10003697;156,88;4;37,74
US-2011-118486;SD-20485;FUR-TA-10001039;154,764;3;37,74
MX-2014-151519;TH-21550;TEC-MA-10002040;811,72;7;37,73
IN-2012-74028;JF-15490;TEC-PH-10004300;272,52;4;37,72
ID-2013-84500;GZ-14470;FUR-BO-10000321;618,732;6;37,72
MX-2013-132129;KC-16675;TEC-CO-10003964;631,91364;3;37,72
US-2013-150189;RD-19900;FUR-CH-10001658;199,392;6;37,71
AG-2013-8490;SK-9990;OFF-JIF-10002836;185,76;4;37,71
ES-2012-2854342;SN-20710;FUR-CH-10001237;435,294;3;37,7
CA-2013-149272;MY-18295;FUR-CH-10000863;528,43;5;37,7
TU-2011-4150;LR-6915;FUR-SAF-10004664;140,736;4;37,7
CA-2014-152436;CW-11905;OFF-ST-10000036;592,74;6;37,69
MO-2012-8580;JW-6075;TEC-EPS-10004328;262,74;1;37,69
IN-2014-23649;HA-14920;TEC-AC-10002688;368,172;4;37,68
IR-2013-6970;LL-6840;TEC-SHA-10004151;340,08;2;37,68
SA-2014-1250;KH-6630;TEC-NOK-10003034;124,44;1;37,68
CA-2011-164315;RD-19585;TEC-PH-10001128;1049,93;7;37,67
CA-2012-117800;TH-21550;TEC-PH-10002415;589,9;2;37,66
CA-2014-161655;CW-11905;OFF-BI-10002082;299,52;9;37,66
MX-2014-117093;SF-20965;TEC-PH-10002068;217,6;5;37,66
CG-2014-6940;DJ-3420;OFF-FEL-10001630;207,81;1;37,65
UP-2011-2680;JS-5880;TEC-BRO-10004802;633,48;2;37,65
IR-2013-9420;SP-10650;OFF-CAR-10001577;298,62;6;37,65
MX-2014-169908;DJ-13510;TEC-CO-10004521;496,16568;6;37,65
MX-2014-146892;TS-21205;FUR-CH-10000953;355,38;3;37,64
IT-2014-4453792;MC-17635;OFF-ST-10001974;382,32;3;37,64
ES-2014-5916291;AR-10825;OFF-AP-10000258;276,72;4;37,64
IN-2013-52181;PS-19045;OFF-ST-10001631;314,9601;7;37,64
CA-2012-162201;AG-10495;OFF-ST-10000046;516,96;4;37,64
IN-2012-67882;BE-11410;OFF-ST-10003547;244,65;5;37,63
IN-2012-44474;EP-13915;FUR-BO-10001393;408,456;3;37,63
IT-2013-5843979;HF-14995;OFF-ST-10004191;408,3;4;37,61
CA-2013-145982;TB-21055;FUR-TA-10001307;244,615;1;37,61
MX-2013-151939;NC-18625;OFF-ST-10002105;126,8;4;37,61
ID-2012-82610;JL-15850;OFF-AP-10000078;371,808;8;37,6
RO-2014-9560;TT-11460;OFF-SME-10000746;198,9;1;37,6
MX-2013-102547;BT-11305;FUR-BO-10003438;246,84;3;37,59
IN-2014-51635;JK-15625;FUR-BO-10001679;264,9384;2;37,59
MX-2013-141761;LW-16825;TEC-CO-10001818;293,29224;3;37,59
ES-2013-4987230;RA-19915;OFF-ST-10003995;191,88;3;37,58
MX-2012-111150;TH-21235;TEC-PH-10004048;179,392;2;37,58
ES-2012-4769211;DL-13330;FUR-BO-10004119;459,918;3;37,57
ID-2013-50872;SC-20680;OFF-AR-10003613;337,2456;8;37,57
IT-2014-1658709;KL-16645;TEC-CO-10000620;643,365;2;37,56
IT-2014-1036058;VM-21835;OFF-ST-10000922;342,792;3;37,56
CA-2012-126557;RL-19615;TEC-PH-10003963;659,168;4;37,56
IT-2012-2848370;PP-18955;OFF-AR-10003651;243,81;9;37,55
IT-2014-4056621;TH-21100;FUR-BO-10004620;670,41;5;37,55
IN-2014-76114;DB-13615;FUR-FU-10000735;217,2;2;37,55
CA-2013-105746;BD-11605;FUR-CH-10000454;170,786;1;37,55
ES-2012-2201393;PH-18790;OFF-AP-10000226;184,194;3;37,54
IT-2013-1249019;JW-15220;TEC-CO-10002326;527,16;2;37,54
IN-2012-42045;KD-16345;FUR-BO-10003408;425,7;3;37,54
CA-2014-102820;CS-11950;TEC-PH-10003437;419,944;7;37,54
IN-2013-12036;Dp-13240;TEC-CO-10001410;281,88;2;37,53
CA-2011-110100;LC-16885;TEC-PH-10004531;302,376;3;37,53
CA-2012-132626;BT-11680;TEC-MA-10002428;464,97;3;37,52
NI-2013-6670;AH-30;FUR-IKE-10002147;493,452;4;37,52
IT-2013-5930911;MV-17485;OFF-AP-10002872;132,3;4;37,49
ES-2013-5506373;RD-19660;FUR-FU-10000188;220,08;2;37,49
IN-2013-55814;TB-21190;FUR-BO-10001668;1081,647;7;37,49
CA-2013-121447;EA-14035;FUR-FU-10001861;135,8;7;37,49
BU-2014-8530;BD-1620;OFF-ROG-10001418;364,5;6;37,49
MX-2012-126522;TZ-21445;OFF-ST-10004532;447,2;5;37,49
ES-2014-4957212;MS-17770;OFF-EN-10003547;325,08;7;37,48
IN-2014-75456;AA-10375;OFF-ST-10003907;244,8;4;37,48
CA-2013-168046;JD-15895;FUR-TA-10001095;313,722;3;37,48
EZ-2014-8460;CH-2070;OFF-ROG-10002818;372,96;6;37,48
ID-2011-41583;VG-21805;TEC-CO-10003353;341,7471;3;37,47
