ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
ID-2013-66258;26-04-2013;03-05-2013;Classe Padrao;Baixo
IN-2012-63080;02-02-2012;08-02-2012;Classe Padrao;Medio
IN-2013-17482;29-03-2013;03-04-2013;Segunda Classe;Medio
EG-2014-1610;20-01-2014;22-01-2014;Primeira Classe;Alto
LI-2011-280;20-12-2011;21-12-2011;Mesmo Dia;Alto
CA-2012-117611;08-11-2012;10-11-2012;Segunda Classe;Critico
UP-2012-7030;10-08-2012;16-08-2012;Classe Padrao;Baixo
IT-2014-2254772;21-08-2014;24-08-2014;Segunda Classe;Critico
IN-2013-77353;30-10-2013;02-11-2013;Segunda Classe;Alto
US-2011-123183;19-11-2011;25-11-2011;Classe Padrao;Medio
IN-2014-50011;28-10-2014;04-11-2014;Classe Padrao;Medio
MX-2013-108021;18-06-2013;20-06-2013;Primeira Classe;Alto
IN-2014-79383;01-05-2014;04-05-2014;Segunda Classe;Medio
IT-2012-5288691;29-08-2012;03-09-2012;Classe Padrao;Medio
MX-2013-138422;16-09-2013;22-09-2013;Classe Padrao;Medio
ES-2014-2120735;04-06-2014;04-06-2014;Mesmo Dia;Medio
IN-2014-68617;23-06-2014;29-06-2014;Classe Padrao;Baixo
ES-2014-5241576;19-05-2014;22-05-2014;Primeira Classe;Medio
ES-2011-2711513;10-03-2011;10-03-2011;Mesmo Dia;Medio
IN-2014-50179;13-10-2014;17-10-2014;Classe Padrao;Medio
ES-2013-5957121;14-09-2013;15-09-2013;Primeira Classe;Medio
CA-2012-141327;30-11-2012;03-12-2012;Primeira Classe;Critico
ID-2014-62926;18-09-2014;19-09-2014;Primeira Classe;Alto
IN-2011-16985;03-10-2011;08-10-2011;Classe Padrao;Medio
ES-2012-2740636;29-08-2012;05-09-2012;Classe Padrao;Medio
MX-2013-117499;18-03-2013;18-03-2013;Mesmo Dia;Critico
MX-2014-141096;08-11-2014;14-11-2014;Classe Padrao;Baixo
US-2014-139941;04-12-2014;07-12-2014;Primeira Classe;Critico
CA-2011-168130;19-09-2011;19-09-2011;Mesmo Dia;Alto
ES-2013-3221528;01-08-2013;03-08-2013;Segunda Classe;Alto
CA-2013-152688;18-10-2013;21-10-2013;Primeira Classe;Critico
IN-2014-47218;16-10-2014;20-10-2014;Classe Padrao;Alto
IT-2013-4191455;10-08-2013;14-08-2013;Classe Padrao;Alto
IN-2014-79229;11-09-2014;15-09-2014;Classe Padrao;Medio
MX-2014-135069;14-10-2014;19-10-2014;Classe Padrao;Medio
MX-2013-100251;20-12-2013;27-12-2013;Classe Padrao;Medio
CA-2011-131450;08-08-2011;15-08-2011;Classe Padrao;Medio
ES-2013-2105318;05-04-2013;09-04-2013;Classe Padrao;Medio
MX-2014-146990;18-11-2014;21-11-2014;Primeira Classe;Critico
NI-2012-8470;25-12-2012;27-12-2012;Primeira Classe;Medio
CA-2012-156482;06-02-2012;13-02-2012;Classe Padrao;Baixo
CA-2014-160633;17-11-2014;22-11-2014;Classe Padrao;Medio
CA-2013-112697;19-12-2013;21-12-2013;Segunda Classe;Medio
ES-2012-2541285;07-03-2012;12-03-2012;Classe Padrao;Medio
IT-2011-1781238;02-11-2011;07-11-2011;Classe Padrao;Medio
US-2013-126893;27-11-2013;02-12-2013;Classe Padrao;Alto
MX-2014-117240;19-05-2014;22-05-2014;Segunda Classe;Alto
ES-2011-3276063;28-06-2011;02-07-2011;Classe Padrao;Alto
MX-2011-137652;09-09-2011;14-09-2011;Classe Padrao;Medio
IV-2012-4320;11-06-2012;15-06-2012;Classe Padrao;Medio
MX-2014-101609;26-05-2014;02-06-2014;Classe Padrao;Baixo
CA-2012-109575;18-09-2012;23-09-2012;Classe Padrao;Alto
IN-2011-12288;30-05-2011;04-06-2011;Classe Padrao;Medio
CA-2013-167115;05-04-2013;10-04-2013;Classe Padrao;Alto
IN-2014-41275;29-05-2014;01-06-2014;Primeira Classe;Medio
IN-2013-55933;18-07-2013;22-07-2013;Classe Padrao;Alto
AO-2011-8430;20-01-2011;20-01-2011;Mesmo Dia;Alto
MZ-2013-7940;31-07-2013;04-08-2013;Classe Padrao;Medio
IN-2012-78886;31-05-2012;04-06-2012;Segunda Classe;Medio
ES-2012-5549626;28-12-2012;04-01-2013;Classe Padrao;Medio
CA-2013-169838;26-11-2013;30-11-2013;Classe Padrao;Medio
IV-2014-5650;25-07-2014;31-07-2014;Classe Padrao;Medio
IN-2014-36186;11-09-2014;11-09-2014;Mesmo Dia;Alto
US-2011-165477;07-04-2011;11-04-2011;Classe Padrao;Medio
ES-2014-1213914;24-05-2014;29-05-2014;Classe Padrao;Medio
CA-2014-124205;16-09-2014;20-09-2014;Classe Padrao;Alto
CA-2014-155460;14-04-2014;16-04-2014;Primeira Classe;Alto
MX-2012-124765;18-06-2012;18-06-2012;Mesmo Dia;Critico
ES-2012-2281296;10-09-2012;12-09-2012;Segunda Classe;Alto
CA-2011-103310;10-05-2011;15-05-2011;Classe Padrao;Medio
IN-2011-16418;03-11-2011;08-11-2011;Classe Padrao;Medio
CA-2013-102813;03-07-2013;04-07-2013;Primeira Classe;Alto
MG-2011-9660;21-01-2011;27-01-2011;Classe Padrao;Medio
ES-2014-2592303;21-11-2014;23-11-2014;Segunda Classe;Critico
ES-2011-1374122;15-01-2011;18-01-2011;Primeira Classe;Medio
MX-2014-150049;29-07-2014;01-08-2014;Primeira Classe;Alto
CA-2014-117457;09-12-2014;13-12-2014;Classe Padrao;Medio
US-2011-119137;23-07-2011;27-07-2011;Classe Padrao;Alto
MX-2014-123337;29-09-2014;05-10-2014;Classe Padrao;Baixo
IT-2014-1391329;05-09-2014;05-09-2014;Mesmo Dia;Alto
US-2014-139465;28-08-2014;31-08-2014;Primeira Classe;Alto
CA-2014-162565;12-12-2014;12-12-2014;Mesmo Dia;Alto
US-2012-154389;27-11-2012;03-12-2012;Classe Padrao;Baixo
DJ-2013-7120;16-05-2013;16-05-2013;Mesmo Dia;Alto
ES-2013-5590763;06-11-2013;10-11-2013;Classe Padrao;Alto
IN-2011-54561;10-06-2011;17-06-2011;Classe Padrao;Baixo
ES-2013-1162185;20-04-2013;20-04-2013;Mesmo Dia;Medio
CA-2012-127453;19-12-2012;20-12-2012;Primeira Classe;Alto
CA-2011-154963;22-06-2011;27-06-2011;Classe Padrao;Alto
ID-2012-76457;06-09-2012;11-09-2012;Classe Padrao;Medio
MX-2013-149916;19-12-2013;24-12-2013;Classe Padrao;Alto
IT-2012-4835449;14-08-2012;20-08-2012;Classe Padrao;Medio
MX-2013-162677;12-08-2013;14-08-2013;Segunda Classe;Alto
US-2014-116659;13-11-2014;13-11-2014;Mesmo Dia;Medio
ES-2014-2851130;08-08-2014;12-08-2014;Classe Padrao;Alto
IN-2012-68897;27-03-2012;03-04-2012;Classe Padrao;Baixo
CA-2012-2420;02-06-2012;06-06-2012;Classe Padrao;Alto
ES-2012-2268382;09-11-2012;14-11-2012;Classe Padrao;Medio
ES-2011-2266607;14-04-2011;18-04-2011;Classe Padrao;Alto
US-2013-100720;17-07-2013;22-07-2013;Classe Padrao;Alto
ES-2012-1439531;23-07-2012;27-07-2012;Classe Padrao;Medio
ES-2013-2162947;17-12-2013;22-12-2013;Classe Padrao;Alto
ES-2012-5776825;14-06-2012;18-06-2012;Classe Padrao;Alto
ID-2011-22011;30-07-2011;02-08-2011;Segunda Classe;Alto
ID-2014-59713;21-02-2014;27-02-2014;Classe Padrao;Medio
MX-2012-164378;16-11-2012;20-11-2012;Classe Padrao;Alto
ES-2011-2302372;15-08-2011;15-08-2011;Mesmo Dia;Critico
MX-2013-138492;02-07-2013;08-07-2013;Classe Padrao;Medio
US-2013-119305;11-06-2013;16-06-2013;Classe Padrao;Alto
IT-2012-5123429;15-08-2012;18-08-2012;Primeira Classe;Medio
CA-2012-166975;26-11-2012;30-11-2012;Classe Padrao;Alto
US-2013-120152;18-12-2013;20-12-2013;Segunda Classe;Critico
ES-2014-3984539;31-03-2014;04-04-2014;Classe Padrao;Alto
AO-2014-9370;27-05-2014;01-06-2014;Segunda Classe;Medio
IN-2011-32371;22-11-2011;22-11-2011;Mesmo Dia;Critico
MX-2013-154270;02-10-2013;07-10-2013;Classe Padrao;Medio
IR-2012-5450;24-09-2012;28-09-2012;Classe Padrao;Alto
CA-2012-121783;10-11-2012;14-11-2012;Classe Padrao;Medio
CA-2014-110443;22-11-2014;26-11-2014;Classe Padrao;Alto
SF-2014-7340;19-05-2014;23-05-2014;Classe Padrao;Alto
IN-2012-76471;21-06-2012;27-06-2012;Classe Padrao;Medio
KE-2014-2610;09-06-2014;15-06-2014;Classe Padrao;Medio
IN-2014-77276;08-08-2014;10-08-2014;Segunda Classe;Critico
IT-2012-2157465;14-11-2012;18-11-2012;Classe Padrao;Alto
CA-2012-140410;03-11-2012;07-11-2012;Classe Padrao;Alto
SU-2014-5140;26-11-2014;01-12-2014;Classe Padrao;Medio
CA-2011-166471;09-08-2011;13-08-2011;Classe Padrao;Alto
MX-2014-166625;07-03-2014;11-03-2014;Classe Padrao;Alto
IN-2014-57683;11-09-2014;15-09-2014;Classe Padrao;Medio
CA-2014-127397;25-02-2014;01-03-2014;Classe Padrao;Medio
ES-2013-5322278;21-09-2013;28-09-2013;Classe Padrao;Baixo
CA-2011-111451;26-12-2011;28-12-2011;Primeira Classe;Critico
ES-2012-1211902;06-07-2012;10-07-2012;Classe Padrao;Medio
ES-2013-3575875;25-07-2013;30-07-2013;Classe Padrao;Medio
ES-2011-1822857;14-06-2011;20-06-2011;Classe Padrao;Medio
IN-2014-35297;13-02-2014;14-02-2014;Primeira Classe;Medio
IT-2012-1669193;08-06-2012;12-06-2012;Classe Padrao;Alto
MZ-2012-4210;07-06-2012;10-06-2012;Primeira Classe;Medio
ES-2014-4189155;18-06-2014;21-06-2014;Segunda Classe;Critico
IN-2011-73335;07-06-2011;10-06-2011;Primeira Classe;Alto
MX-2012-104066;29-10-2012;02-11-2012;Classe Padrao;Medio
RO-2014-9680;28-02-2014;02-03-2014;Segunda Classe;Medio
ES-2014-1006842;26-11-2014;28-11-2014;Segunda Classe;Critico
IN-2011-40568;11-09-2011;13-09-2011;Segunda Classe;Alto
MX-2014-124653;14-04-2014;18-04-2014;Classe Padrao;Alto
MX-2014-113894;11-07-2014;16-07-2014;Classe Padrao;Alto
IN-2011-49129;21-03-2011;25-03-2011;Classe Padrao;Alto
IN-2011-19652;06-12-2011;09-12-2011;Primeira Classe;Alto
IT-2013-2582145;11-07-2013;15-07-2013;Classe Padrao;Alto
ID-2011-86313;01-12-2011;07-12-2011;Classe Padrao;Medio
US-2012-138121;17-12-2012;17-12-2012;Mesmo Dia;Alto
CA-2011-140732;11-11-2011;13-11-2011;Segunda Classe;Alto
ES-2011-4932761;18-05-2011;24-05-2011;Classe Padrao;Baixo
ES-2013-2204795;02-09-2013;05-09-2013;Primeira Classe;Alto
IN-2013-76681;25-05-2013;29-05-2013;Classe Padrao;Medio
MX-2014-122140;31-10-2014;02-11-2014;Primeira Classe;Medio
IZ-2014-6960;10-12-2014;14-12-2014;Segunda Classe;Alto
IN-2014-30390;31-12-2014;03-01-2015;Primeira Classe;Alto
ES-2014-2947135;24-11-2014;27-11-2014;Segunda Classe;Medio
CA-2013-130820;16-11-2013;16-11-2013;Mesmo Dia;Alto
IN-2012-72040;10-02-2012;13-02-2012;Primeira Classe;Medio
ID-2014-41625;05-08-2014;09-08-2014;Classe Padrao;Alto
ES-2014-2458882;04-12-2014;04-12-2014;Mesmo Dia;Critico
IN-2013-33596;10-08-2013;16-08-2013;Classe Padrao;Medio
CA-2014-164112;01-07-2014;05-07-2014;Classe Padrao;Medio
ES-2014-1933744;18-12-2014;24-12-2014;Classe Padrao;Medio
ES-2014-3733257;11-09-2014;15-09-2014;Classe Padrao;Alto
IN-2013-33302;17-05-2013;17-05-2013;Mesmo Dia;Alto
CG-2014-3890;03-11-2014;05-11-2014;Primeira Classe;Alto
IN-2013-58509;04-11-2013;07-11-2013;Segunda Classe;Critico
UP-2013-4180;17-06-2013;20-06-2013;Primeira Classe;Alto
IN-2011-31020;24-06-2011;29-06-2011;Segunda Classe;Medio
IN-2014-66755;18-06-2014;25-06-2014;Classe Padrao;Medio
MO-2013-6320;04-09-2013;09-09-2013;Segunda Classe;Alto
IT-2012-5301604;01-10-2012;05-10-2012;Classe Padrao;Medio
IN-2014-67504;19-11-2014;24-11-2014;Classe Padrao;Medio
IN-2013-37628;28-11-2013;01-12-2013;Segunda Classe;Alto
ES-2014-4822929;25-06-2014;27-06-2014;Segunda Classe;Critico
IT-2012-5447759;05-10-2012;12-10-2012;Classe Padrao;Medio
US-2014-145261;07-11-2014;07-11-2014;Mesmo Dia;Medio
ID-2013-57333;09-05-2013;11-05-2013;Segunda Classe;Critico
CA-2014-119578;23-12-2014;28-12-2014;Segunda Classe;Medio
MX-2013-160962;31-07-2013;04-08-2013;Classe Padrao;Alto
ES-2013-3698462;22-04-2013;26-04-2013;Classe Padrao;Alto
CA-2012-136805;23-05-2012;27-05-2012;Segunda Classe;Alto
IS-2013-6570;04-10-2013;06-10-2013;Primeira Classe;Critico
IN-2012-21836;27-04-2012;03-05-2012;Classe Padrao;Baixo
US-2013-111752;15-09-2013;17-09-2013;Segunda Classe;Alto
MX-2014-141369;25-12-2014;01-01-2015;Classe Padrao;Medio
ID-2013-48149;10-01-2013;14-01-2013;Classe Padrao;Medio
IR-2012-4790;20-08-2012;24-08-2012;Classe Padrao;Alto
MX-2011-145870;21-05-2011;26-05-2011;Classe Padrao;Medio
MX-2013-105242;11-06-2013;17-06-2013;Classe Padrao;Medio
ES-2013-2222698;26-11-2013;26-11-2013;Mesmo Dia;Medio
IT-2011-3586982;15-09-2011;20-09-2011;Classe Padrao;Medio
CA-2011-154599;12-04-2011;17-04-2011;Classe Padrao;Medio
IN-2014-44334;04-09-2014;10-09-2014;Classe Padrao;Medio
ES-2012-3185515;26-06-2012;26-06-2012;Mesmo Dia;Medio
MX-2011-142013;14-10-2011;18-10-2011;Classe Padrao;Medio
MX-2012-127446;11-04-2012;11-04-2012;Mesmo Dia;Critico
IN-2013-59755;26-04-2013;29-04-2013;Segunda Classe;Medio
CA-2011-108147;08-06-2011;13-06-2011;Classe Padrao;Medio
CA-2014-165204;14-11-2014;17-11-2014;Segunda Classe;Alto
ES-2013-2058218;25-07-2013;25-07-2013;Mesmo Dia;Critico
IT-2013-1602546;20-12-2013;24-12-2013;Classe Padrao;Medio
US-2011-147627;21-01-2011;27-01-2011;Classe Padrao;Medio
ES-2013-4492967;16-11-2013;22-11-2013;Classe Padrao;Baixo
ES-2013-5881573;15-11-2013;18-11-2013;Primeira Classe;Alto
ES-2013-2483088;17-06-2013;20-06-2013;Segunda Classe;Critico
IZ-2013-8180;06-06-2013;10-06-2013;Classe Padrao;Alto
ES-2011-3353574;22-02-2011;26-02-2011;Classe Padrao;Alto
IZ-2012-6570;23-01-2012;27-01-2012;Classe Padrao;Medio
ID-2014-13338;29-05-2014;03-06-2014;Classe Padrao;Medio
IN-2013-86488;08-05-2013;12-05-2013;Classe Padrao;Alto
IT-2012-5446380;22-08-2012;28-08-2012;Classe Padrao;Medio
ES-2011-3848020;15-09-2011;22-09-2011;Classe Padrao;Baixo
US-2013-105578;31-05-2013;05-06-2013;Classe Padrao;Medio
IT-2012-5711400;29-11-2012;03-12-2012;Classe Padrao;Alto
ES-2014-4418227;07-10-2014;12-10-2014;Segunda Classe;Alto
US-2013-117555;05-07-2013;08-07-2013;Primeira Classe;Medio
IN-2014-73048;14-02-2014;16-02-2014;Segunda Classe;Medio
IN-2011-47526;26-09-2011;03-10-2011;Classe Padrao;Baixo
CA-2011-142839;16-08-2011;20-08-2011;Classe Padrao;Alto
CA-2012-121188;28-08-2012;04-09-2012;Classe Padrao;Medio
RS-2013-9770;27-04-2013;27-04-2013;Mesmo Dia;Alto
IT-2012-2197138;13-07-2012;17-07-2012;Classe Padrao;Alto
AO-2013-9250;06-12-2013;10-12-2013;Classe Padrao;Medio
IN-2013-44187;08-10-2013;09-10-2013;Primeira Classe;Medio
CA-2011-143903;20-07-2011;24-07-2011;Classe Padrao;Alto
US-2014-135160;27-09-2014;29-09-2014;Segunda Classe;Alto
ES-2013-5150619;25-09-2013;26-09-2013;Primeira Classe;Alto
CA-2012-150875;16-11-2012;20-11-2012;Classe Padrao;Medio
IV-2011-9090;10-08-2011;14-08-2011;Classe Padrao;Medio
US-2013-122707;29-10-2013;31-10-2013;Primeira Classe;Alto
IN-2014-12330;20-08-2014;24-08-2014;Classe Padrao;Medio
SF-2013-7510;24-01-2013;26-01-2013;Primeira Classe;Critico
MX-2014-147270;25-12-2014;27-12-2014;Primeira Classe;Medio
ES-2014-3316142;10-06-2014;12-06-2014;Primeira Classe;Alto
IT-2012-3839768;14-07-2012;18-07-2012;Classe Padrao;Medio
ES-2013-1820946;10-09-2013;14-09-2013;Classe Padrao;Alto
MX-2011-149587;13-09-2011;17-09-2011;Classe Padrao;Alto
SA-2014-7520;18-07-2014;21-07-2014;Segunda Classe;Medio
CA-2012-112130;03-05-2012;07-05-2012;Classe Padrao;Alto
ES-2014-1756848;22-08-2014;28-08-2014;Classe Padrao;Medio
CA-2014-155880;26-03-2014;01-04-2014;Classe Padrao;Medio
IN-2014-32609;04-11-2014;06-11-2014;Primeira Classe;Medio
IN-2013-82505;11-06-2013;14-06-2013;Segunda Classe;Medio
CA-2014-143126;04-12-2014;08-12-2014;Segunda Classe;Medio
CA-2014-141705;25-10-2014;27-10-2014;Primeira Classe;Alto
MX-2014-114776;08-10-2014;10-10-2014;Primeira Classe;Alto
IN-2011-50361;27-07-2011;31-07-2011;Classe Padrao;Medio
ID-2013-79117;18-12-2013;20-12-2013;Segunda Classe;Alto
ES-2012-3423570;07-09-2012;08-09-2012;Primeira Classe;Alto
IN-2014-20191;03-01-2014;05-01-2014;Segunda Classe;Medio
ES-2011-2083843;19-10-2011;24-10-2011;Classe Padrao;Medio
IN-2014-84843;26-04-2014;30-04-2014;Classe Padrao;Medio
ES-2014-2688044;29-12-2014;29-12-2014;Mesmo Dia;Medio
NI-2011-7830;02-08-2011;04-08-2011;Primeira Classe;Alto
CA-2014-144526;01-05-2014;07-05-2014;Classe Padrao;Baixo
ES-2013-5110658;16-09-2013;19-09-2013;Primeira Classe;Medio
ES-2014-5468847;08-06-2014;12-06-2014;Classe Padrao;Alto
MX-2011-136399;20-06-2011;25-06-2011;Classe Padrao;Medio
MX-2014-160381;07-07-2014;11-07-2014;Classe Padrao;Medio
CA-2012-156734;18-06-2012;20-06-2012;Primeira Classe;Alto
CA-2014-122707;17-04-2014;19-04-2014;Primeira Classe;Alto
IN-2014-19274;28-11-2014;29-11-2014;Primeira Classe;Medio
ES-2014-4936686;10-12-2014;12-12-2014;Primeira Classe;Critico
ID-2013-21129;14-08-2013;17-08-2013;Primeira Classe;Medio
CA-2013-169663;11-03-2013;14-03-2013;Primeira Classe;Medio
US-2014-166324;21-04-2014;22-04-2014;Primeira Classe;Medio
CA-2011-115812;09-06-2011;14-06-2011;Classe Padrao;Medio
MX-2014-168480;23-06-2014;28-06-2014;Classe Padrao;Medio
MX-2012-113502;16-03-2012;20-03-2012;Classe Padrao;Medio
MX-2013-169320;30-04-2013;04-05-2013;Classe Padrao;Alto
IN-2013-35969;23-08-2013;27-08-2013;Classe Padrao;Medio
ES-2014-2385129;24-12-2014;28-12-2014;Classe Padrao;Medio
CA-2012-109638;15-12-2012;22-12-2012;Classe Padrao;Medio
IN-2011-14941;22-12-2011;26-12-2011;Classe Padrao;Medio
IN-2012-15830;25-09-2012;27-09-2012;Segunda Classe;Alto
IN-2011-67840;02-08-2011;07-08-2011;Classe Padrao;Medio
TU-2011-6790;07-06-2011;11-06-2011;Classe Padrao;Medio
IN-2014-63766;22-11-2014;26-11-2014;Classe Padrao;Medio
IT-2013-3655043;05-08-2013;09-08-2013;Classe Padrao;Medio
ES-2014-2901069;16-09-2014;21-09-2014;Classe Padrao;Medio
RO-2014-6420;11-09-2014;17-09-2014;Classe Padrao;Medio
MX-2014-142510;09-12-2014;11-12-2014;Segunda Classe;Alto
MX-2014-165575;05-09-2014;07-09-2014;Primeira Classe;Alto
CA-2014-132682;09-06-2014;11-06-2014;Segunda Classe;Critico
CA-2011-113257;16-12-2011;18-12-2011;Segunda Classe;Critico
IN-2014-54253;05-05-2014;10-05-2014;Classe Padrao;Medio
IR-2014-7930;26-09-2014;01-10-2014;Segunda Classe;Medio
IN-2013-19008;11-12-2013;16-12-2013;Classe Padrao;Medio
ID-2014-64830;18-02-2014;21-02-2014;Primeira Classe;Medio
US-2012-164609;26-08-2012;28-08-2012;Segunda Classe;Critico
ID-2014-48793;18-10-2014;22-10-2014;Classe Padrao;Medio
IT-2011-2568112;08-12-2011;12-12-2011;Segunda Classe;Medio
EG-2014-460;03-09-2014;07-09-2014;Classe Padrao;Alto
IN-2012-48744;04-09-2012;11-09-2012;Classe Padrao;Baixo
CA-2013-139269;26-05-2013;31-05-2013;Classe Padrao;Medio
IN-2012-36067;10-04-2012;16-04-2012;Classe Padrao;Medio
IN-2014-60840;04-11-2014;06-11-2014;Primeira Classe;Medio
US-2014-165001;22-11-2014;28-11-2014;Classe Padrao;Baixo
ES-2014-2835815;02-09-2014;08-09-2014;Classe Padrao;Medio
CA-2014-101042;20-11-2014;24-11-2014;Classe Padrao;Medio
MX-2012-131870;24-10-2012;28-10-2012;Classe Padrao;Medio
ID-2013-70367;22-05-2013;25-05-2013;Segunda Classe;Critico
US-2011-148929;09-11-2011;13-11-2011;Classe Padrao;Alto
MX-2014-137442;21-10-2014;23-10-2014;Segunda Classe;Critico
CA-2012-130890;02-11-2012;06-11-2012;Classe Padrao;Medio
SA-2014-4990;29-05-2014;02-06-2014;Classe Padrao;Medio
ID-2011-77619;01-11-2011;02-11-2011;Primeira Classe;Critico
MX-2012-164819;18-05-2012;21-05-2012;Primeira Classe;Medio
ES-2012-3247635;04-01-2012;08-01-2012;Classe Padrao;Alto
IT-2011-3745230;17-12-2011;19-12-2011;Segunda Classe;Alto
RW-2014-680;20-03-2014;22-03-2014;Primeira Classe;Alto
ID-2011-23978;11-04-2011;18-04-2011;Classe Padrao;Baixo
IT-2014-1691611;27-10-2014;31-10-2014;Classe Padrao;Alto
IN-2011-75743;04-03-2011;09-03-2011;Classe Padrao;Alto
CA-2012-129322;08-08-2012;10-08-2012;Segunda Classe;Critico
CA-2014-113474;31-03-2014;01-04-2014;Primeira Classe;Alto
MX-2014-157336;19-05-2014;23-05-2014;Classe Padrao;Medio
US-2012-101301;20-04-2012;22-04-2012;Primeira Classe;Critico
US-2013-142146;27-12-2013;29-12-2013;Segunda Classe;Alto
BN-2014-9200;27-11-2014;03-12-2014;Classe Padrao;Medio
MX-2012-110128;06-07-2012;12-07-2012;Classe Padrao;Medio
IN-2012-64424;02-08-2012;08-08-2012;Classe Padrao;Medio
IN-2014-44089;11-06-2014;15-06-2014;Classe Padrao;Alto
US-2012-109736;15-09-2012;19-09-2012;Classe Padrao;Medio
ES-2011-3517120;26-05-2011;30-05-2011;Classe Padrao;Medio
CA-2012-124450;27-04-2012;03-05-2012;Classe Padrao;Medio
US-2012-139675;13-03-2012;18-03-2012;Segunda Classe;Medio
MX-2012-115693;22-08-2012;25-08-2012;Segunda Classe;Medio
MX-2013-120075;11-05-2013;17-05-2013;Classe Padrao;Baixo
IN-2013-22760;14-06-2013;18-06-2013;Classe Padrao;Medio
SA-2012-4180;08-12-2012;08-12-2012;Mesmo Dia;Alto
ID-2013-61442;15-01-2013;21-01-2013;Classe Padrao;Baixo
IN-2013-31083;01-11-2013;07-11-2013;Classe Padrao;Baixo
MX-2012-110569;13-04-2012;20-04-2012;Classe Padrao;Baixo
ES-2014-1385362;17-11-2014;20-11-2014;Primeira Classe;Medio
ID-2014-20324;13-02-2014;20-02-2014;Classe Padrao;Medio
CA-2014-157273;31-01-2014;03-02-2014;Primeira Classe;Alto
ID-2014-42297;23-05-2014;25-05-2014;Primeira Classe;Critico
EG-2014-3730;31-10-2014;05-11-2014;Classe Padrao;Medio
ID-2011-41058;16-12-2011;22-12-2011;Classe Padrao;Medio
ID-2014-64914;27-03-2014;28-03-2014;Primeira Classe;Medio
MX-2012-132157;21-11-2012;23-11-2012;Primeira Classe;Medio
US-2014-117247;10-10-2014;15-10-2014;Classe Padrao;Alto
ES-2011-4815184;14-06-2011;18-06-2011;Classe Padrao;Alto
EG-2012-2260;12-10-2012;14-10-2012;Segunda Classe;Medio
IN-2014-30593;12-09-2014;16-09-2014;Classe Padrao;Alto
IT-2013-3299073;16-08-2013;20-08-2013;Segunda Classe;Medio
CA-2011-157924;11-10-2011;13-10-2011;Primeira Classe;Alto
CA-2013-129714;02-09-2013;04-09-2013;Primeira Classe;Critico
ES-2013-2708008;23-10-2013;28-10-2013;Classe Padrao;Medio
MX-2011-131618;20-01-2011;20-01-2011;Mesmo Dia;Critico
IT-2013-4047109;29-06-2013;03-07-2013;Classe Padrao;Alto
IN-2011-39175;18-10-2011;23-10-2011;Classe Padrao;Medio
IR-2012-3550;05-09-2012;10-09-2012;Classe Padrao;Alto
US-2011-157840;25-10-2011;27-10-2011;Segunda Classe;Alto
LE-2011-3430;09-08-2011;15-08-2011;Classe Padrao;Baixo
ES-2014-1637041;20-10-2014;22-10-2014;Primeira Classe;Alto
CA-2013-114104;21-11-2013;25-11-2013;Classe Padrao;Alto
ES-2013-5431940;05-11-2013;07-11-2013;Primeira Classe;Critico
IN-2013-28759;02-12-2013;04-12-2013;Primeira Classe;Alto
ES-2013-4882800;02-04-2013;05-04-2013;Primeira Classe;Medio
CA-2012-110765;16-10-2012;20-10-2012;Segunda Classe;Medio
CA-2014-121048;15-07-2014;19-07-2014;Classe Padrao;Alto
IN-2011-56346;22-11-2011;25-11-2011;Primeira Classe;Critico
IN-2012-34072;18-09-2012;20-09-2012;Primeira Classe;Alto
CA-2011-5260;01-11-2011;05-11-2011;Segunda Classe;Medio
CA-2014-101805;02-12-2014;07-12-2014;Classe Padrao;Alto
IT-2011-2011704;07-06-2011;13-06-2011;Classe Padrao;Baixo
UP-2014-5040;05-11-2014;07-11-2014;Segunda Classe;Alto
MX-2014-120733;01-10-2014;04-10-2014;Primeira Classe;Critico
MX-2013-144988;18-11-2013;21-11-2013;Segunda Classe;Critico
US-2014-103884;10-06-2014;17-06-2014;Classe Padrao;Medio
MX-2013-114153;29-05-2013;31-05-2013;Segunda Classe;Alto
ID-2014-75190;06-06-2014;10-06-2014;Classe Padrao;Medio
US-2013-157945;27-09-2013;02-10-2013;Classe Padrao;Alto
IT-2013-5108540;28-08-2013;30-08-2013;Primeira Classe;Alto
MX-2014-157525;25-09-2014;29-09-2014;Classe Padrao;Alto
CA-2014-124765;26-11-2014;01-12-2014;Classe Padrao;Alto
IN-2014-38629;29-08-2014;03-09-2014;Classe Padrao;Medio
TU-2013-6330;27-12-2013;01-01-2014;Segunda Classe;Medio
ES-2013-3505557;13-12-2013;19-12-2013;Classe Padrao;Medio
CA-2013-132731;25-11-2013;29-11-2013;Classe Padrao;Alto
ID-2011-84402;18-08-2011;19-08-2011;Primeira Classe;Critico
MX-2014-145737;01-09-2014;05-09-2014;Classe Padrao;Alto
IN-2012-53042;14-04-2012;16-04-2012;Segunda Classe;Alto
IN-2014-14003;26-05-2014;28-05-2014;Primeira Classe;Critico
CA-2013-162187;12-12-2013;12-12-2013;Mesmo Dia;Critico
KE-2012-5260;23-06-2012;28-06-2012;Classe Padrao;Medio
NI-2014-8510;03-12-2014;04-12-2014;Primeira Classe;Alto
IT-2013-4281827;25-02-2013;01-03-2013;Classe Padrao;Medio
IZ-2014-7130;28-08-2014;31-08-2014;Segunda Classe;Critico
