Id_Funcionario,Idade,Genero,Estado Civil,Departamento,Funcao,Viagem,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual
1431,34,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,560,3,1,2996,5,N,14,3,10,2,4,3,1,3
1433,31,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,202,2,2,1261,1,N,12,3,1,3,1,0,0,0
1434,27,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1377,3,1,2099,0,N,14,3,6,3,5,0,1,4
1435,36,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,172,2,4,5810,1,N,16,3,10,2,10,4,1,8
1436,36,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,329,2,1,5647,4,N,13,3,11,3,3,2,0,2
1438,47,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,465,3,4,3420,7,N,12,3,17,2,6,5,1,2
1439,25,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,383,2,1,4400,3,N,12,3,6,2,3,2,2,2
1440,37,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,1413,4,3,3500,0,N,14,3,7,2,6,5,1,3
1441,56,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1255,3,1,2066,2,N,22,4,5,3,3,2,1,0
1443,47,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,359,3,3,17169,3,N,19,3,26,2,20,17,5,6
1445,24,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1476,3,3,4162,1,S,12,3,5,3,5,4,0,3
1446,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,601,3,4,9204,4,N,12,3,7,3,4,3,0,3
1447,34,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,401,2,2,3294,5,N,17,3,7,2,5,4,0,2
1448,41,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1283,4,3,2127,2,S,12,3,7,5,4,2,0,3
1449,40,Masculino,Divorciado,Data Science,Analista de Dados,Apenas Local,663,3,3,3975,3,N,11,3,11,2,8,7,0,7
1453,31,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,326,3,4,10793,1,N,18,3,13,5,13,7,9,9
1457,46,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,377,3,4,10096,4,N,11,3,28,1,7,7,4,3
1458,39,Feminino,Solteiro,Data Science,Analista de Dados,Apenas Local,592,2,1,3646,2,S,23,4,11,2,1,0,0,0
1459,31,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,1445,4,2,7446,1,N,11,3,10,2,10,8,4,7
1460,45,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1038,1,1,10851,2,S,18,3,24,2,7,7,0,7
1461,31,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1398,4,2,2109,9,N,18,3,8,3,3,2,0,2
1464,31,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,523,3,4,3722,6,S,13,3,7,2,2,2,2,2
1465,45,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1448,3,4,9380,4,S,18,3,10,4,3,1,1,2
1466,48,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1221,3,1,5486,4,N,11,3,15,3,2,2,2,2
1467,34,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1107,3,3,2742,1,N,15,3,2,0,2,2,2,2
1468,40,Masculino,Divorciado,Data Science,Engenheiro Analitico,Apenas Local,218,2,2,13757,2,N,11,3,16,5,9,8,4,8
1469,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,866,3,1,8463,0,N,18,3,6,4,5,4,1,3
1471,44,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,981,2,3,3162,3,N,14,3,7,5,5,2,0,3
1472,53,Masculino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,447,4,2,16598,4,N,12,3,35,2,9,8,8,8
1473,49,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1495,3,3,6651,2,N,14,3,20,0,3,2,1,2
1474,40,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,896,3,3,2345,2,N,14,3,8,3,3,1,1,2
1475,44,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1467,3,2,3420,1,N,13,3,6,3,5,2,1,3
1477,33,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,430,3,1,4373,0,N,14,3,5,2,4,3,0,3
1478,34,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1326,1,1,4759,3,N,18,3,15,2,13,9,3,12
1479,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1358,3,3,5301,8,N,15,3,4,2,2,1,2,2
1480,42,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,748,3,4,3673,1,N,13,3,12,3,12,9,5,8
1481,44,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,383,3,3,4768,7,N,12,3,11,4,1,0,0,0
1482,30,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,990,3,3,1274,1,N,13,3,1,2,1,0,0,0
1483,57,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,405,4,3,4900,0,N,24,4,13,2,12,9,2,8
1484,49,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1490,3,2,10466,3,N,14,3,29,3,8,7,0,7
1485,34,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Frequentemente,829,3,1,17007,7,N,14,3,16,3,14,8,6,9
1486,28,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,1496,3,3,2909,3,N,15,3,5,3,3,2,1,2
1487,29,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,115,3,2,5765,5,N,11,3,7,4,5,3,0,0
1489,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,790,2,2,4599,0,S,23,4,16,2,15,9,10,10
1492,35,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,660,3,3,2404,1,N,13,3,1,3,1,0,0,0
1494,24,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,381,3,1,3172,2,S,11,3,4,2,0,0,0,0
1495,24,Feminino,Casado,Data Science,Engenheiro de IA,Apenas Local,830,3,2,2033,1,N,13,3,1,2,1,0,0,0
1496,44,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,1193,3,3,10209,5,S,18,3,16,2,2,2,2,2
1497,29,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1246,2,3,8620,1,N,14,3,10,3,10,7,0,4
1499,30,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,330,3,3,2064,0,N,21,4,6,3,5,3,1,3
1501,55,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1229,3,3,4035,0,S,16,3,4,2,3,2,1,2
1502,33,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1099,2,2,3838,8,N,11,3,8,5,5,4,0,2
1503,47,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,571,3,3,4591,3,S,17,3,11,4,5,4,1,2
1504,28,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,289,2,1,2561,7,N,11,3,8,2,0,0,0,0
1506,28,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1423,2,3,1563,1,N,14,3,1,2,1,0,0,0
1507,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,467,3,1,4898,0,N,14,3,5,5,4,2,1,3
1509,49,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,271,2,1,4789,4,N,25,4,10,3,3,2,1,2
1513,29,Feminino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,410,3,2,3180,0,N,13,3,4,3,3,2,0,2
1514,28,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1083,1,2,6549,1,N,14,3,8,2,8,6,1,7
1515,33,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,516,3,3,6388,2,S,17,3,14,6,0,0,0,0
1516,32,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,495,3,4,11244,2,N,25,4,10,5,5,2,0,0
1520,54,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,1050,3,4,16032,3,N,20,4,26,2,14,9,1,12
1522,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,224,2,1,2362,6,N,13,3,11,2,9,7,0,7
1523,44,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,136,3,1,16328,3,N,13,3,24,1,20,6,14,17
1525,39,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1089,3,2,8376,4,N,18,3,9,3,2,0,2,2
1527,46,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,228,3,2,16606,8,N,12,3,23,2,13,12,5,1
1529,35,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1029,2,2,8606,1,N,19,3,11,3,11,8,3,3
1533,23,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,507,3,3,2272,0,N,14,3,5,2,4,3,1,2
1534,40,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,676,3,1,2018,3,N,14,3,15,3,5,4,1,0
1535,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,971,2,3,7083,1,S,14,3,10,3,10,9,8,6
1537,31,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,561,3,3,4084,1,N,12,3,7,2,7,2,7,7
1539,50,Masculino,Solteiro,Data Science,Engenheiro Analitico,Viaja Frequentemente,333,1,4,14411,1,S,13,3,32,2,32,6,13,9
1541,34,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1440,3,3,2308,0,S,25,4,12,4,11,10,5,7
1542,42,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1210,2,2,4841,4,N,14,3,4,3,1,0,0,0
1543,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,674,3,4,4285,1,N,17,3,10,2,10,8,3,7
1544,29,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,441,1,1,9715,3,N,13,3,9,3,7,7,0,7
1545,33,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,575,2,2,4320,1,N,13,3,5,2,5,3,0,2
1546,45,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,950,3,4,2132,4,N,20,4,8,3,5,4,0,3
1547,42,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,288,3,4,10124,2,S,14,3,24,3,20,8,13,9
1548,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1342,3,1,5473,0,N,12,3,9,5,8,4,7,1
1549,33,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,589,3,3,5207,1,S,12,3,15,3,15,14,5,7
1550,40,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,898,3,4,16437,1,S,21,4,21,2,21,7,7,7
1551,24,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,350,2,1,2296,0,N,14,3,2,3,1,1,0,0
1552,40,Masculino,Divorciado,Data Science,Engenheiro de Dados,Apenas Local,1142,3,4,4069,3,S,18,3,8,2,2,2,2,2
1553,45,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,538,3,2,7441,1,N,12,3,10,4,10,8,7,7
1554,35,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1402,2,3,2430,0,N,23,4,6,5,5,3,4,2
1555,32,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,824,2,2,5878,3,N,12,3,12,2,7,1,2,5
1556,36,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1157,3,4,2644,3,S,21,4,7,3,3,2,1,2
1557,48,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,492,3,3,6439,8,N,14,3,18,2,8,7,7,7
1558,29,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,598,4,3,2451,6,N,18,3,5,2,1,0,0,0
1560,33,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1242,3,1,6392,2,N,13,3,8,6,2,2,2,2
1562,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,740,2,1,9714,1,N,11,3,10,4,10,8,6,7
1563,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,888,3,3,6077,3,N,11,3,10,2,6,3,1,2
1564,35,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,992,2,1,2450,1,N,19,3,3,3,3,0,1,2
1568,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1288,3,2,9250,3,N,12,3,9,3,4,2,1,3
1569,35,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,104,3,1,2074,1,S,12,3,1,2,1,0,0,0
1572,53,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,607,2,4,10169,0,N,16,3,34,4,33,7,1,9
1573,38,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,903,3,2,4855,4,N,11,3,7,2,5,2,1,4
1574,32,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,1200,3,1,4087,4,N,14,3,9,3,6,5,1,2
1576,48,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1108,3,1,2367,8,N,12,3,10,3,8,2,7,6
1577,34,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,479,3,4,2972,1,N,13,3,1,4,1,0,0,0
1578,55,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,685,2,4,19586,1,N,21,4,36,3,36,6,2,13
1580,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1351,3,4,5484,9,N,17,3,9,3,2,2,2,1
1581,26,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,474,3,4,2061,1,N,21,4,1,5,1,0,0,0
1582,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1245,3,2,9924,0,N,11,3,10,3,9,8,7,7
1583,38,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,437,3,2,4198,2,N,12,3,8,5,3,2,1,2
1585,36,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,884,3,3,6815,6,N,13,3,15,5,1,0,0,0
1586,29,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1370,3,1,4723,1,S,18,3,10,3,10,9,1,5
1587,35,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,670,3,3,6142,3,S,16,3,10,4,5,2,0,4
1588,39,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1462,4,3,8237,2,N,11,3,11,3,7,6,7,6
1590,29,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Frequentemente,995,3,4,8853,1,N,19,3,6,0,6,4,1,3
1591,50,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,264,3,3,19331,4,S,16,3,27,2,1,0,0,0
1592,23,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,977,4,3,2073,2,N,16,3,4,2,2,2,2,2
1594,36,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,1302,4,1,5562,3,S,13,3,9,3,3,2,0,2
1595,42,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1059,2,4,19613,8,N,22,4,24,2,1,0,0,1
1596,35,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,750,4,3,3407,1,N,17,3,10,3,10,9,6,8
1597,34,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,653,2,3,5063,1,N,14,3,8,3,8,2,7,7
1598,40,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,118,3,1,4639,1,N,15,3,5,2,5,4,1,2
1599,43,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,990,4,2,4876,5,N,12,3,8,0,6,4,0,2
1601,35,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1349,2,4,2690,1,N,18,3,1,5,1,0,0,1
1602,46,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,563,4,1,17567,1,N,15,3,27,5,26,0,0,12
1604,28,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,329,3,2,2408,1,S,17,3,1,3,1,1,0,0
1605,22,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,457,2,3,2814,1,S,14,3,4,2,4,2,1,3
1606,50,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,1234,3,3,11245,2,S,15,3,32,3,30,8,12,13
1607,32,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,634,4,4,3312,3,N,17,3,6,3,3,2,0,2
1608,44,Feminino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,1313,3,4,19049,0,S,14,3,23,4,22,7,1,10
1609,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,241,2,2,2141,1,N,12,3,6,3,6,4,1,1
1611,45,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1015,1,1,5769,1,S,14,3,10,3,10,7,1,4
1612,45,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,336,2,1,4385,1,N,15,3,10,2,10,7,4,5
1613,31,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,715,3,1,5332,7,N,13,3,10,3,5,2,0,3
1614,36,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,559,3,3,4663,9,S,12,3,7,2,3,2,1,1
1615,34,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,426,4,4,4724,1,N,13,3,9,3,9,7,7,2
1617,49,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,722,3,1,3211,1,N,14,3,10,3,9,6,1,4
1618,39,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1387,3,1,5377,2,N,13,3,10,3,7,7,7,7
1619,27,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1302,2,1,4066,1,N,11,3,7,3,7,7,0,7
1621,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,819,4,1,5208,1,N,11,3,16,2,16,15,1,10
1622,28,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,580,1,1,4877,0,N,21,4,6,5,5,3,0,0
1623,21,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,546,3,4,3117,1,N,18,3,3,2,2,2,2,2
1624,18,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,544,3,4,1569,1,S,12,3,0,2,0,0,0,0
1625,47,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1176,3,3,19658,3,N,11,3,27,2,5,2,1,0
1627,39,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,170,2,3,3069,0,N,15,3,11,3,10,8,0,7
1628,40,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,884,2,3,10435,1,N,13,3,18,2,18,15,14,12
1630,35,Feminino,Casado,Data Science,Engenheiro de Dados,Apenas Local,208,3,3,4148,1,N,12,3,15,5,14,11,2,9
1631,37,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,671,3,3,5768,3,N,17,3,9,2,4,3,0,2
1633,39,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,711,3,3,5042,0,N,13,3,10,2,9,2,3,8
1635,45,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1329,2,4,5770,1,N,19,3,10,3,10,7,3,9
1638,38,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,397,2,3,7756,3,S,19,3,10,6,5,4,0,2
1639,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,737,2,1,10306,9,N,17,3,15,3,13,12,6,0
1640,37,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1470,3,2,3936,1,N,11,3,8,2,8,4,7,7
1641,40,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,448,3,4,7945,6,S,15,3,18,2,4,2,3,3
1642,44,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,602,3,4,5743,4,S,11,3,14,3,10,7,0,2
1644,48,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,365,2,4,15202,2,N,25,4,23,3,2,2,2,2
1645,35,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,763,1,4,5440,6,S,14,3,7,2,2,2,2,2
1646,24,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,567,3,4,3760,1,S,13,3,6,2,6,3,1,3
1647,27,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,486,4,3,3517,7,N,17,3,5,0,3,2,0,2
1648,27,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,591,3,4,2580,2,N,13,3,6,0,4,2,1,2
1649,40,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1329,3,1,2166,3,S,14,3,10,3,4,2,0,3
1650,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,469,2,3,5869,9,N,11,3,8,2,5,2,1,4
1651,36,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,711,3,1,8008,4,N,12,3,9,6,3,2,0,2
1653,25,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,772,4,3,5206,1,N,17,3,7,6,7,7,0,7
1654,39,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,492,3,2,5295,4,N,21,4,7,3,5,4,1,0
1655,49,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,301,3,2,16413,3,N,16,3,27,2,4,2,1,2
1656,50,Feminino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,813,2,1,13269,5,N,15,3,19,3,14,11,1,11
1657,20,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1141,3,3,2783,1,N,19,3,2,3,2,2,2,2
1658,34,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1130,3,2,5433,1,N,12,3,11,2,11,8,7,9
1659,36,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,311,3,2,2013,2,N,11,3,15,4,4,3,1,3
1661,49,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,465,2,3,13966,2,S,19,3,30,3,15,11,2,12
1662,36,Feminino,Casado,Data Science,Arquiteto de Dados,Apenas Local,894,2,3,4374,0,N,15,3,4,6,3,2,1,2
1664,36,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1040,4,1,6842,6,N,20,4,13,3,5,4,0,4
1665,54,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,584,3,3,17426,3,N,25,4,36,6,10,8,4,7
1666,43,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1291,2,3,17603,1,N,24,4,14,3,14,10,6,11
1667,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,880,3,4,4581,3,S,24,4,13,2,11,9,6,7
1668,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1189,3,4,4735,7,N,15,3,19,4,13,11,2,9
1669,29,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,991,2,2,4187,1,S,13,3,10,3,10,0,0,9
1670,33,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,392,3,4,5505,1,N,14,3,6,5,6,2,0,4
1671,32,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,977,3,2,5470,0,N,13,3,10,4,9,5,1,6
1673,31,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1112,3,4,5476,1,N,11,3,10,2,10,0,0,2
1674,49,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,464,3,1,2587,4,S,16,3,17,2,2,2,2,2
1675,38,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,148,2,2,2440,1,N,22,4,4,3,4,3,3,3
1676,47,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1225,4,2,15972,6,N,14,3,29,2,3,2,1,2
1677,49,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,809,3,3,15379,4,N,14,3,23,2,8,7,0,0
1678,41,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1206,3,3,7082,3,S,16,3,21,2,2,0,0,2
1680,20,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,727,3,1,2728,1,N,11,3,2,3,2,2,0,2
1681,33,Feminino,Divorciado,Data Science,Cientista de Dados,Apenas Local,530,3,4,5368,1,S,25,4,7,2,6,5,1,2
1682,36,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1351,3,3,5347,6,N,14,3,10,2,3,2,0,2
1683,44,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,528,3,4,3195,4,S,18,3,8,2,2,2,2,2
1684,23,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1320,2,3,3989,1,S,11,3,5,2,5,4,1,2
1687,38,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1495,3,3,3306,7,N,19,3,7,5,0,0,0,0
1689,53,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1395,4,4,7005,3,N,15,3,11,2,4,3,1,2
1691,48,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,708,3,3,2655,2,S,11,3,19,3,9,7,7,7
1692,32,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1259,3,2,1393,1,N,12,3,1,2,1,0,0,0
1693,26,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,786,3,4,2570,1,N,20,4,7,5,7,7,5,7
1694,55,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1441,2,2,3537,5,N,12,3,8,1,4,2,1,2
1696,34,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1157,2,4,3986,1,N,14,3,15,3,15,10,4,13
1697,60,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,370,1,4,10883,3,N,20,4,19,2,1,0,0,0
1698,33,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,267,4,2,2028,1,N,18,3,14,6,14,11,2,13
1700,37,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1278,1,4,9525,1,N,14,3,6,2,6,3,1,3
1701,34,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,678,2,4,2929,1,N,12,3,10,3,10,9,8,7
1702,23,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,427,3,4,2275,1,S,21,4,3,2,3,2,0,2
1703,44,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,921,4,4,7879,1,S,19,3,9,2,8,7,6,7
1704,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,146,2,4,4930,0,S,14,3,6,2,5,4,1,4
1706,43,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1179,3,4,7847,1,S,17,3,10,3,10,9,8,8
